"","lv","Annotation","cell_type","value","sample","patient","Groups"
"11","0","tumor cells-macrophages (M1>M2)","macrophages (M2>M1)","0.032454361054766734","reg021","6","2"
"12","0","tumor cells-macrophages (M1>M2)","mast cells","0.004056795131845842","reg021","6","2"
"13","0","tumor cells-macrophages (M1>M2)","nerves","0.0","reg021","6","2"
"14","0","tumor cells-macrophages (M1>M2)","neutrophils","0.0","reg021","6","2"
"15","0","tumor cells-macrophages (M1>M2)","plasma cells","0.0","reg021","6","2"
"16","0","tumor cells-macrophages (M1>M2)","stroma","0.030425963488843813","reg021","6","2"
"17","0","tumor cells-macrophages (M1>M2)","tumor cells","0.30628803245436104","reg021","6","2"
"18","0","tumor cells-macrophages (M1>M2)","tumor cells, intraepithelial","0.006085192697768763","reg021","6","2"
"19","0","tumor cells-macrophages (M1>M2)","vasculature","0.0","reg021","6","2"
"20","1","macrophages (M1>M2)-stroma","B cells","0.006726457399103139","reg021","6","2"
"21","1","macrophages (M1>M2)-stroma","CD4+ T cells","0.03139013452914798","reg021","6","2"
"22","1","macrophages (M1>M2)-stroma","CD8+ T cells","0.06053811659192825","reg021","6","2"
"23","1","macrophages (M1>M2)-stroma","CLA+ leukocytes","0.0","reg021","6","2"
"24","1","macrophages (M1>M2)-stroma","IDO+ stromal cells","0.0","reg021","6","2"
"25","1","macrophages (M1>M2)-stroma","Langerhans cells","0.04035874439461883","reg021","6","2"
"26","1","macrophages (M1>M2)-stroma","Tregs","0.04035874439461883","reg021","6","2"
"27","1","macrophages (M1>M2)-stroma","epithelium","0.0","reg021","6","2"
"28","1","macrophages (M1>M2)-stroma","lymphatics","0.01569506726457399","reg021","6","2"
"29","1","macrophages (M1>M2)-stroma","macrophages (M1=M2)","0.10089686098654709","reg021","6","2"
"30","1","macrophages (M1>M2)-stroma","macrophages (M1>M2)","0.28699551569506726","reg021","6","2"
"31","1","macrophages (M1>M2)-stroma","macrophages (M2>M1)","0.004484304932735426","reg021","6","2"
"32","1","macrophages (M1>M2)-stroma","mast cells","0.006726457399103139","reg021","6","2"
"33","1","macrophages (M1>M2)-stroma","nerves","0.002242152466367713","reg021","6","2"
"34","1","macrophages (M1>M2)-stroma","neutrophils","0.002242152466367713","reg021","6","2"
"35","1","macrophages (M1>M2)-stroma","plasma cells","0.004484304932735426","reg021","6","2"
"36","1","macrophages (M1>M2)-stroma","stroma","0.2556053811659193","reg021","6","2"
"37","1","macrophages (M1>M2)-stroma","tumor cells","0.12556053811659193","reg021","6","2"
"38","1","macrophages (M1>M2)-stroma","tumor cells, intraepithelial","0.0","reg021","6","2"
"39","1","macrophages (M1>M2)-stroma","vasculature","0.01569506726457399","reg021","6","2"
"40","2","tumor cells-macrophages (M1>M2)","B cells","0.013157894736842105","reg021","6","2"
"41","2","tumor cells-macrophages (M1>M2)","CD4+ T cells","0.07894736842105263","reg021","6","2"
"42","2","tumor cells-macrophages (M1>M2)","CD8+ T cells","0.1611842105263158","reg021","6","2"
"43","2","tumor cells-macrophages (M1>M2)","CLA+ leukocytes","0.013157894736842105","reg021","6","2"
"44","2","tumor cells-macrophages (M1>M2)","IDO+ stromal cells","0.0","reg021","6","2"
"45","2","tumor cells-macrophages (M1>M2)","Langerhans cells","0.009868421052631578","reg021","6","2"
"46","2","tumor cells-macrophages (M1>M2)","Tregs","0.0625","reg021","6","2"
"47","2","tumor cells-macrophages (M1>M2)","epithelium","0.0","reg021","6","2"
"48","2","tumor cells-macrophages (M1>M2)","lymphatics","0.006578947368421052","reg021","6","2"
"49","2","tumor cells-macrophages (M1>M2)","macrophages (M1=M2)","0.0756578947368421","reg021","6","2"
"50","2","tumor cells-macrophages (M1>M2)","macrophages (M1>M2)","0.1875","reg021","6","2"
"51","2","tumor cells-macrophages (M1>M2)","macrophages (M2>M1)","0.0","reg021","6","2"
"52","2","tumor cells-macrophages (M1>M2)","mast cells","0.006578947368421052","reg021","6","2"
"53","2","tumor cells-macrophages (M1>M2)","nerves","0.0","reg021","6","2"
"54","2","tumor cells-macrophages (M1>M2)","neutrophils","0.0","reg021","6","2"
"55","2","tumor cells-macrophages (M1>M2)","plasma cells","0.03289473684210526","reg021","6","2"
"56","2","tumor cells-macrophages (M1>M2)","stroma","0.08881578947368421","reg021","6","2"
"57","2","tumor cells-macrophages (M1>M2)","tumor cells","0.24671052631578946","reg021","6","2"
"58","2","tumor cells-macrophages (M1>M2)","tumor cells, intraepithelial","0.01644736842105263","reg021","6","2"
"59","2","tumor cells-macrophages (M1>M2)","vasculature","0.0","reg021","6","2"
"60","3","stroma-vasculature","B cells","0.0","reg021","6","2"
"61","3","stroma-vasculature","CD4+ T cells","0.009933774834437087","reg021","6","2"
"62","3","stroma-vasculature","CD8+ T cells","0.023178807947019868","reg021","6","2"
"63","3","stroma-vasculature","CLA+ leukocytes","0.0","reg021","6","2"
"64","3","stroma-vasculature","IDO+ stromal cells","0.0","reg021","6","2"
"65","3","stroma-vasculature","Langerhans cells","0.0","reg021","6","2"
"66","3","stroma-vasculature","Tregs","0.029801324503311258","reg021","6","2"
"67","3","stroma-vasculature","epithelium","0.006622516556291391","reg021","6","2"
"68","3","stroma-vasculature","lymphatics","0.08609271523178808","reg021","6","2"
"69","3","stroma-vasculature","macrophages (M1=M2)","0.046357615894039736","reg021","6","2"
"70","3","stroma-vasculature","macrophages (M1>M2)","0.08278145695364239","reg021","6","2"
"71","3","stroma-vasculature","macrophages (M2>M1)","0.006622516556291391","reg021","6","2"
"72","3","stroma-vasculature","mast cells","0.0033112582781456954","reg021","6","2"
"73","3","stroma-vasculature","nerves","0.013245033112582781","reg021","6","2"
"74","3","stroma-vasculature","neutrophils","0.013245033112582781","reg021","6","2"
"75","3","stroma-vasculature","plasma cells","0.0033112582781456954","reg021","6","2"
"76","3","stroma-vasculature","stroma","0.38079470198675497","reg021","6","2"
"77","3","stroma-vasculature","tumor cells","0.06622516556291391","reg021","6","2"
"78","3","stroma-vasculature","tumor cells, intraepithelial","0.0","reg021","6","2"
"79","3","stroma-vasculature","vasculature","0.22847682119205298","reg021","6","2"
"80","4","tumor cells-CD8+ T cells","B cells","0.03663003663003663","reg021","6","2"
"81","4","tumor cells-CD8+ T cells","CD4+ T cells","0.06593406593406594","reg021","6","2"
"82","4","tumor cells-CD8+ T cells","CD8+ T cells","0.1978021978021978","reg021","6","2"
"83","4","tumor cells-CD8+ T cells","CLA+ leukocytes","0.01098901098901099","reg021","6","2"
"84","4","tumor cells-CD8+ T cells","IDO+ stromal cells","0.0","reg021","6","2"
"85","4","tumor cells-CD8+ T cells","Langerhans cells","0.0","reg021","6","2"
"86","4","tumor cells-CD8+ T cells","Tregs","0.09523809523809523","reg021","6","2"
"87","4","tumor cells-CD8+ T cells","epithelium","0.0","reg021","6","2"
"88","4","tumor cells-CD8+ T cells","lymphatics","0.0","reg021","6","2"
"89","4","tumor cells-CD8+ T cells","macrophages (M1=M2)","0.029304029304029304","reg021","6","2"
"90","4","tumor cells-CD8+ T cells","macrophages (M1>M2)","0.07692307692307693","reg021","6","2"
"91","4","tumor cells-CD8+ T cells","macrophages (M2>M1)","0.007326007326007326","reg021","6","2"
"92","4","tumor cells-CD8+ T cells","mast cells","0.0","reg021","6","2"
"93","4","tumor cells-CD8+ T cells","nerves","0.0","reg021","6","2"
"94","4","tumor cells-CD8+ T cells","neutrophils","0.003663003663003663","reg021","6","2"
"95","4","tumor cells-CD8+ T cells","plasma cells","0.0","reg021","6","2"
"96","4","tumor cells-CD8+ T cells","stroma","0.03296703296703297","reg021","6","2"
"97","4","tumor cells-CD8+ T cells","tumor cells","0.42857142857142855","reg021","6","2"
"98","4","tumor cells-CD8+ T cells","tumor cells, intraepithelial","0.007326007326007326","reg021","6","2"
"99","4","tumor cells-CD8+ T cells","vasculature","0.007326007326007326","reg021","6","2"
"100","5","tumor cells-CD8+ T cells","B cells","0.041044776119402986","reg021","6","2"
"101","5","tumor cells-CD8+ T cells","CD4+ T cells","0.033582089552238806","reg021","6","2"
"102","5","tumor cells-CD8+ T cells","CD8+ T cells","0.19029850746268656","reg021","6","2"
"103","5","tumor cells-CD8+ T cells","CLA+ leukocytes","0.0037313432835820895","reg021","6","2"
"104","5","tumor cells-CD8+ T cells","IDO+ stromal cells","0.0","reg021","6","2"
"105","5","tumor cells-CD8+ T cells","Langerhans cells","0.011194029850746268","reg021","6","2"
"106","5","tumor cells-CD8+ T cells","Tregs","0.0708955223880597","reg021","6","2"
"107","5","tumor cells-CD8+ T cells","epithelium","0.0","reg021","6","2"
"108","5","tumor cells-CD8+ T cells","lymphatics","0.007462686567164179","reg021","6","2"
"109","5","tumor cells-CD8+ T cells","macrophages (M1=M2)","0.033582089552238806","reg021","6","2"
"110","5","tumor cells-CD8+ T cells","macrophages (M1>M2)","0.1865671641791045","reg021","6","2"
"111","5","tumor cells-CD8+ T cells","macrophages (M2>M1)","0.011194029850746268","reg021","6","2"
"112","5","tumor cells-CD8+ T cells","mast cells","0.0037313432835820895","reg021","6","2"
"113","5","tumor cells-CD8+ T cells","nerves","0.0","reg021","6","2"
"114","5","tumor cells-CD8+ T cells","neutrophils","0.0037313432835820895","reg021","6","2"
"115","5","tumor cells-CD8+ T cells","plasma cells","0.0","reg021","6","2"
"116","5","tumor cells-CD8+ T cells","stroma","0.04477611940298507","reg021","6","2"
"117","5","tumor cells-CD8+ T cells","tumor cells","0.35074626865671643","reg021","6","2"
"118","5","tumor cells-CD8+ T cells","tumor cells, intraepithelial","0.0037313432835820895","reg021","6","2"
"119","5","tumor cells-CD8+ T cells","vasculature","0.0037313432835820895","reg021","6","2"
"120","6","tumor cells-CD8+ T cells","B cells","0.035555555555555556","reg021","6","2"
"121","6","tumor cells-CD8+ T cells","CD4+ T cells","0.035555555555555556","reg021","6","2"
"122","6","tumor cells-CD8+ T cells","CD8+ T cells","0.3511111111111111","reg021","6","2"
"123","6","tumor cells-CD8+ T cells","CLA+ leukocytes","0.0","reg021","6","2"
"124","6","tumor cells-CD8+ T cells","IDO+ stromal cells","0.0","reg021","6","2"
"125","6","tumor cells-CD8+ T cells","Langerhans cells","0.0044444444444444444","reg021","6","2"
"126","6","tumor cells-CD8+ T cells","Tregs","0.02666666666666667","reg021","6","2"
"127","6","tumor cells-CD8+ T cells","epithelium","0.0","reg021","6","2"
"128","6","tumor cells-CD8+ T cells","lymphatics","0.0","reg021","6","2"
"129","6","tumor cells-CD8+ T cells","macrophages (M1=M2)","0.044444444444444446","reg021","6","2"
"130","6","tumor cells-CD8+ T cells","macrophages (M1>M2)","0.06666666666666667","reg021","6","2"
"131","6","tumor cells-CD8+ T cells","macrophages (M2>M1)","0.0","reg021","6","2"
"132","6","tumor cells-CD8+ T cells","mast cells","0.0","reg021","6","2"
"133","6","tumor cells-CD8+ T cells","nerves","0.0","reg021","6","2"
"134","6","tumor cells-CD8+ T cells","neutrophils","0.0","reg021","6","2"
"135","6","tumor cells-CD8+ T cells","plasma cells","0.0","reg021","6","2"
"136","6","tumor cells-CD8+ T cells","stroma","0.022222222222222223","reg021","6","2"
"137","6","tumor cells-CD8+ T cells","tumor cells","0.4088888888888889","reg021","6","2"
"138","6","tumor cells-CD8+ T cells","tumor cells, intraepithelial","0.0","reg021","6","2"
"139","6","tumor cells-CD8+ T cells","vasculature","0.0044444444444444444","reg021","6","2"
"140","7","tumor cells-CD8+ T cells","B cells","0.007518796992481203","reg021","6","2"
"141","7","tumor cells-CD8+ T cells","CD4+ T cells","0.007518796992481203","reg021","6","2"
"142","7","tumor cells-CD8+ T cells","CD8+ T cells","0.21804511278195488","reg021","6","2"
"143","7","tumor cells-CD8+ T cells","CLA+ leukocytes","0.0","reg021","6","2"
"144","7","tumor cells-CD8+ T cells","IDO+ stromal cells","0.0","reg021","6","2"
"145","7","tumor cells-CD8+ T cells","Langerhans cells","0.007518796992481203","reg021","6","2"
"146","7","tumor cells-CD8+ T cells","Tregs","0.06766917293233082","reg021","6","2"
"147","7","tumor cells-CD8+ T cells","epithelium","0.0","reg021","6","2"
"148","7","tumor cells-CD8+ T cells","lymphatics","0.007518796992481203","reg021","6","2"
"149","7","tumor cells-CD8+ T cells","macrophages (M1=M2)","0.022556390977443608","reg021","6","2"
"150","7","tumor cells-CD8+ T cells","macrophages (M1>M2)","0.08270676691729323","reg021","6","2"
"151","7","tumor cells-CD8+ T cells","macrophages (M2>M1)","0.0","reg021","6","2"
"152","7","tumor cells-CD8+ T cells","mast cells","0.0","reg021","6","2"
"153","7","tumor cells-CD8+ T cells","nerves","0.0","reg021","6","2"
"154","7","tumor cells-CD8+ T cells","neutrophils","0.0","reg021","6","2"
"155","7","tumor cells-CD8+ T cells","plasma cells","0.007518796992481203","reg021","6","2"
"156","7","tumor cells-CD8+ T cells","stroma","0.19548872180451127","reg021","6","2"
"157","7","tumor cells-CD8+ T cells","tumor cells","0.24060150375939848","reg021","6","2"
"158","7","tumor cells-CD8+ T cells","tumor cells, intraepithelial","0.007518796992481203","reg021","6","2"
"159","7","tumor cells-CD8+ T cells","vasculature","0.12781954887218044","reg021","6","2"
"160","8","lymphatics-CD8+ T cells","B cells","0.0","reg021","6","2"
"161","8","lymphatics-CD8+ T cells","CD4+ T cells","0.0","reg021","6","2"
"162","8","lymphatics-CD8+ T cells","CD8+ T cells","0.15384615384615385","reg021","6","2"
"163","8","lymphatics-CD8+ T cells","CLA+ leukocytes","0.0","reg021","6","2"
"164","8","lymphatics-CD8+ T cells","IDO+ stromal cells","0.0","reg021","6","2"
"165","8","lymphatics-CD8+ T cells","Langerhans cells","0.05128205128205128","reg021","6","2"
"166","8","lymphatics-CD8+ T cells","Tregs","0.02564102564102564","reg021","6","2"
"167","8","lymphatics-CD8+ T cells","epithelium","0.0","reg021","6","2"
"168","8","lymphatics-CD8+ T cells","lymphatics","0.4358974358974359","reg021","6","2"
"169","8","lymphatics-CD8+ T cells","macrophages (M1=M2)","0.0","reg021","6","2"
"170","8","lymphatics-CD8+ T cells","macrophages (M1>M2)","0.10256410256410256","reg021","6","2"
"171","8","lymphatics-CD8+ T cells","macrophages (M2>M1)","0.0","reg021","6","2"
"172","8","lymphatics-CD8+ T cells","mast cells","0.0","reg021","6","2"
"173","8","lymphatics-CD8+ T cells","nerves","0.0","reg021","6","2"
"174","8","lymphatics-CD8+ T cells","neutrophils","0.05128205128205128","reg021","6","2"
"175","8","lymphatics-CD8+ T cells","plasma cells","0.0","reg021","6","2"
"176","8","lymphatics-CD8+ T cells","stroma","0.05128205128205128","reg021","6","2"
"177","8","lymphatics-CD8+ T cells","tumor cells","0.1282051282051282","reg021","6","2"
"178","8","lymphatics-CD8+ T cells","tumor cells, intraepithelial","0.0","reg021","6","2"
"179","8","lymphatics-CD8+ T cells","vasculature","0.0","reg021","6","2"
"0","0","macrophages (M1>M2)-stroma","B cells","0.006550218340611353","reg022","6","2"
"1","0","macrophages (M1>M2)-stroma","CD4+ T cells","0.039301310043668124","reg022","6","2"
"2","0","macrophages (M1>M2)-stroma","CD8+ T cells","0.05458515283842795","reg022","6","2"
"3","0","macrophages (M1>M2)-stroma","CLA+ leukocytes","0.006550218340611353","reg022","6","2"
"4","0","macrophages (M1>M2)-stroma","IDO+ stromal cells","0.0","reg022","6","2"
"5","0","macrophages (M1>M2)-stroma","Langerhans cells","0.015283842794759825","reg022","6","2"
"6","0","macrophages (M1>M2)-stroma","Tregs","0.056768558951965066","reg022","6","2"
"7","0","macrophages (M1>M2)-stroma","epithelium","0.004366812227074236","reg022","6","2"
"8","0","macrophages (M1>M2)-stroma","lymphatics","0.004366812227074236","reg022","6","2"
"9","0","macrophages (M1>M2)-stroma","macrophages (M1=M2)","0.0851528384279476","reg022","6","2"
"10","0","macrophages (M1>M2)-stroma","macrophages (M1>M2)","0.3384279475982533","reg022","6","2"
"11","0","macrophages (M1>M2)-stroma","macrophages (M2>M1)","0.006550218340611353","reg022","6","2"
"12","0","macrophages (M1>M2)-stroma","mast cells","0.004366812227074236","reg022","6","2"
"13","0","macrophages (M1>M2)-stroma","neutrophils","0.008733624454148471","reg022","6","2"
"14","0","macrophages (M1>M2)-stroma","plasma cells","0.006550218340611353","reg022","6","2"
"15","0","macrophages (M1>M2)-stroma","stroma","0.23799126637554585","reg022","6","2"
"16","0","macrophages (M1>M2)-stroma","tumor cells","0.1222707423580786","reg022","6","2"
"17","0","macrophages (M1>M2)-stroma","tumor cells, intraepithelial","0.002183406113537118","reg022","6","2"
"18","0","macrophages (M1>M2)-stroma","vasculature","0.0","reg022","6","2"
"19","1","tumor cells-CD8+ T cells","B cells","0.033426183844011144","reg022","6","2"
"20","1","tumor cells-CD8+ T cells","CD4+ T cells","0.07242339832869081","reg022","6","2"
"21","1","tumor cells-CD8+ T cells","CD8+ T cells","0.25069637883008355","reg022","6","2"
"22","1","tumor cells-CD8+ T cells","CLA+ leukocytes","0.0","reg022","6","2"
"23","1","tumor cells-CD8+ T cells","IDO+ stromal cells","0.0","reg022","6","2"
"24","1","tumor cells-CD8+ T cells","Langerhans cells","0.008356545961002786","reg022","6","2"
"25","1","tumor cells-CD8+ T cells","Tregs","0.08913649025069638","reg022","6","2"
"26","1","tumor cells-CD8+ T cells","epithelium","0.0","reg022","6","2"
"27","1","tumor cells-CD8+ T cells","lymphatics","0.0","reg022","6","2"
"28","1","tumor cells-CD8+ T cells","macrophages (M1=M2)","0.008356545961002786","reg022","6","2"
"29","1","tumor cells-CD8+ T cells","macrophages (M1>M2)","0.10863509749303621","reg022","6","2"
"30","1","tumor cells-CD8+ T cells","macrophages (M2>M1)","0.0","reg022","6","2"
"31","1","tumor cells-CD8+ T cells","mast cells","0.002785515320334262","reg022","6","2"
"32","1","tumor cells-CD8+ T cells","neutrophils","0.008356545961002786","reg022","6","2"
"33","1","tumor cells-CD8+ T cells","plasma cells","0.008356545961002786","reg022","6","2"
"34","1","tumor cells-CD8+ T cells","stroma","0.04456824512534819","reg022","6","2"
"35","1","tumor cells-CD8+ T cells","tumor cells","0.35376044568245124","reg022","6","2"
"36","1","tumor cells-CD8+ T cells","tumor cells, intraepithelial","0.011142061281337047","reg022","6","2"
"37","1","tumor cells-CD8+ T cells","vasculature","0.0","reg022","6","2"
"38","10","lymphatics-stroma","B cells","0.0","reg022","6","2"
"39","10","lymphatics-stroma","CD4+ T cells","0.0","reg022","6","2"
"40","10","lymphatics-stroma","CD8+ T cells","0.09433962264150944","reg022","6","2"
"41","10","lymphatics-stroma","CLA+ leukocytes","0.0","reg022","6","2"
"42","10","lymphatics-stroma","IDO+ stromal cells","0.0","reg022","6","2"
"43","10","lymphatics-stroma","Langerhans cells","0.0","reg022","6","2"
"44","10","lymphatics-stroma","Tregs","0.0","reg022","6","2"
"45","10","lymphatics-stroma","epithelium","0.0","reg022","6","2"
"46","10","lymphatics-stroma","lymphatics","0.6037735849056604","reg022","6","2"
"47","10","lymphatics-stroma","macrophages (M1=M2)","0.018867924528301886","reg022","6","2"
"48","10","lymphatics-stroma","macrophages (M1>M2)","0.05660377358490566","reg022","6","2"
"49","10","lymphatics-stroma","macrophages (M2>M1)","0.03773584905660377","reg022","6","2"
"50","10","lymphatics-stroma","mast cells","0.018867924528301886","reg022","6","2"
"51","10","lymphatics-stroma","neutrophils","0.018867924528301886","reg022","6","2"
"52","10","lymphatics-stroma","plasma cells","0.0","reg022","6","2"
"53","10","lymphatics-stroma","stroma","0.11320754716981132","reg022","6","2"
"54","10","lymphatics-stroma","tumor cells","0.03773584905660377","reg022","6","2"
"55","10","lymphatics-stroma","tumor cells, intraepithelial","0.0","reg022","6","2"
"56","10","lymphatics-stroma","vasculature","0.0","reg022","6","2"
"57","2","tumor cells-macrophages (M1>M2)","B cells","0.01282051282051282","reg022","6","2"
"58","2","tumor cells-macrophages (M1>M2)","CD4+ T cells","0.022435897435897436","reg022","6","2"
"59","2","tumor cells-macrophages (M1>M2)","CD8+ T cells","0.16025641025641027","reg022","6","2"
"60","2","tumor cells-macrophages (M1>M2)","CLA+ leukocytes","0.0","reg022","6","2"
"61","2","tumor cells-macrophages (M1>M2)","IDO+ stromal cells","0.003205128205128205","reg022","6","2"
"62","2","tumor cells-macrophages (M1>M2)","Langerhans cells","0.0673076923076923","reg022","6","2"
"63","2","tumor cells-macrophages (M1>M2)","Tregs","0.17307692307692307","reg022","6","2"
"64","2","tumor cells-macrophages (M1>M2)","epithelium","0.003205128205128205","reg022","6","2"
"65","2","tumor cells-macrophages (M1>M2)","lymphatics","0.0","reg022","6","2"
"66","2","tumor cells-macrophages (M1>M2)","macrophages (M1=M2)","0.02564102564102564","reg022","6","2"
"67","2","tumor cells-macrophages (M1>M2)","macrophages (M1>M2)","0.18269230769230768","reg022","6","2"
"68","2","tumor cells-macrophages (M1>M2)","macrophages (M2>M1)","0.019230769230769232","reg022","6","2"
"69","2","tumor cells-macrophages (M1>M2)","mast cells","0.003205128205128205","reg022","6","2"
"70","2","tumor cells-macrophages (M1>M2)","neutrophils","0.009615384615384616","reg022","6","2"
"71","2","tumor cells-macrophages (M1>M2)","plasma cells","0.003205128205128205","reg022","6","2"
"72","2","tumor cells-macrophages (M1>M2)","stroma","0.057692307692307696","reg022","6","2"
"73","2","tumor cells-macrophages (M1>M2)","tumor cells","0.25","reg022","6","2"
"74","2","tumor cells-macrophages (M1>M2)","tumor cells, intraepithelial","0.00641025641025641","reg022","6","2"
"75","2","tumor cells-macrophages (M1>M2)","vasculature","0.0","reg022","6","2"
"76","3","tumor cells-stroma","B cells","0.025","reg022","6","2"
"77","3","tumor cells-stroma","CD4+ T cells","0.07142857142857142","reg022","6","2"
"78","3","tumor cells-stroma","CD8+ T cells","0.10357142857142858","reg022","6","2"
"79","3","tumor cells-stroma","CLA+ leukocytes","0.007142857142857143","reg022","6","2"
"80","3","tumor cells-stroma","IDO+ stromal cells","0.0","reg022","6","2"
"81","3","tumor cells-stroma","Langerhans cells","0.017857142857142856","reg022","6","2"
"82","3","tumor cells-stroma","Tregs","0.039285714285714285","reg022","6","2"
"83","3","tumor cells-stroma","epithelium","0.007142857142857143","reg022","6","2"
"84","3","tumor cells-stroma","lymphatics","0.007142857142857143","reg022","6","2"
"85","3","tumor cells-stroma","macrophages (M1=M2)","0.025","reg022","6","2"
"86","3","tumor cells-stroma","macrophages (M1>M2)","0.16785714285714284","reg022","6","2"
"87","3","tumor cells-stroma","macrophages (M2>M1)","0.0035714285714285713","reg022","6","2"
"88","3","tumor cells-stroma","mast cells","0.010714285714285714","reg022","6","2"
"89","3","tumor cells-stroma","neutrophils","0.0","reg022","6","2"
"90","3","tumor cells-stroma","plasma cells","0.039285714285714285","reg022","6","2"
"91","3","tumor cells-stroma","stroma","0.20357142857142857","reg022","6","2"
"92","3","tumor cells-stroma","tumor cells","0.26071428571428573","reg022","6","2"
"93","3","tumor cells-stroma","tumor cells, intraepithelial","0.0035714285714285713","reg022","6","2"
"94","3","tumor cells-stroma","vasculature","0.007142857142857143","reg022","6","2"
"95","4","vasculature-stroma","B cells","0.0","reg022","6","2"
"96","4","vasculature-stroma","CD4+ T cells","0.0125","reg022","6","2"
"97","4","vasculature-stroma","CD8+ T cells","0.029166666666666667","reg022","6","2"
"98","4","vasculature-stroma","CLA+ leukocytes","0.0","reg022","6","2"
"99","4","vasculature-stroma","IDO+ stromal cells","0.0","reg022","6","2"
"100","4","vasculature-stroma","Langerhans cells","0.0125","reg022","6","2"
"101","4","vasculature-stroma","Tregs","0.004166666666666667","reg022","6","2"
"102","4","vasculature-stroma","epithelium","0.004166666666666667","reg022","6","2"
"103","4","vasculature-stroma","lymphatics","0.020833333333333332","reg022","6","2"
"104","4","vasculature-stroma","macrophages (M1=M2)","0.0","reg022","6","2"
"105","4","vasculature-stroma","macrophages (M1>M2)","0.029166666666666667","reg022","6","2"
"106","4","vasculature-stroma","macrophages (M2>M1)","0.004166666666666667","reg022","6","2"
"107","4","vasculature-stroma","mast cells","0.0","reg022","6","2"
"108","4","vasculature-stroma","neutrophils","0.008333333333333333","reg022","6","2"
"109","4","vasculature-stroma","plasma cells","0.0","reg022","6","2"
"110","4","vasculature-stroma","stroma","0.21666666666666667","reg022","6","2"
"111","4","vasculature-stroma","tumor cells","0.075","reg022","6","2"
"112","4","vasculature-stroma","tumor cells, intraepithelial","0.0","reg022","6","2"
"113","4","vasculature-stroma","vasculature","0.5833333333333334","reg022","6","2"
"114","5","tumor cells-CD8+ T cells","B cells","0.01935483870967742","reg022","6","2"
"115","5","tumor cells-CD8+ T cells","CD4+ T cells","0.07741935483870968","reg022","6","2"
"116","5","tumor cells-CD8+ T cells","CD8+ T cells","0.23225806451612904","reg022","6","2"
"117","5","tumor cells-CD8+ T cells","CLA+ leukocytes","0.0","reg022","6","2"
"118","5","tumor cells-CD8+ T cells","IDO+ stromal cells","0.0","reg022","6","2"
"119","5","tumor cells-CD8+ T cells","Langerhans cells","0.0064516129032258064","reg022","6","2"
"120","5","tumor cells-CD8+ T cells","Tregs","0.14193548387096774","reg022","6","2"
"121","5","tumor cells-CD8+ T cells","epithelium","0.0","reg022","6","2"
"122","5","tumor cells-CD8+ T cells","lymphatics","0.0064516129032258064","reg022","6","2"
"123","5","tumor cells-CD8+ T cells","macrophages (M1=M2)","0.012903225806451613","reg022","6","2"
"124","5","tumor cells-CD8+ T cells","macrophages (M1>M2)","0.08387096774193549","reg022","6","2"
"125","5","tumor cells-CD8+ T cells","macrophages (M2>M1)","0.012903225806451613","reg022","6","2"
"126","5","tumor cells-CD8+ T cells","mast cells","0.0064516129032258064","reg022","6","2"
"127","5","tumor cells-CD8+ T cells","neutrophils","0.0","reg022","6","2"
"128","5","tumor cells-CD8+ T cells","plasma cells","0.0064516129032258064","reg022","6","2"
"129","5","tumor cells-CD8+ T cells","stroma","0.03225806451612903","reg022","6","2"
"130","5","tumor cells-CD8+ T cells","tumor cells","0.34838709677419355","reg022","6","2"
"131","5","tumor cells-CD8+ T cells","tumor cells, intraepithelial","0.0064516129032258064","reg022","6","2"
"132","5","tumor cells-CD8+ T cells","vasculature","0.0064516129032258064","reg022","6","2"
"133","6","tumor cells-macrophages (M1>M2)","B cells","0.006493506493506494","reg022","6","2"
"134","6","tumor cells-macrophages (M1>M2)","CD4+ T cells","0.03896103896103896","reg022","6","2"
"135","6","tumor cells-macrophages (M1>M2)","CD8+ T cells","0.15584415584415584","reg022","6","2"
"136","6","tumor cells-macrophages (M1>M2)","CLA+ leukocytes","0.0","reg022","6","2"
"137","6","tumor cells-macrophages (M1>M2)","IDO+ stromal cells","0.006493506493506494","reg022","6","2"
"138","6","tumor cells-macrophages (M1>M2)","Langerhans cells","0.032467532467532464","reg022","6","2"
"139","6","tumor cells-macrophages (M1>M2)","Tregs","0.12337662337662338","reg022","6","2"
"140","6","tumor cells-macrophages (M1>M2)","epithelium","0.006493506493506494","reg022","6","2"
"141","6","tumor cells-macrophages (M1>M2)","lymphatics","0.012987012987012988","reg022","6","2"
"142","6","tumor cells-macrophages (M1>M2)","macrophages (M1=M2)","0.012987012987012988","reg022","6","2"
"143","6","tumor cells-macrophages (M1>M2)","macrophages (M1>M2)","0.16233766233766234","reg022","6","2"
"144","6","tumor cells-macrophages (M1>M2)","macrophages (M2>M1)","0.006493506493506494","reg022","6","2"
"145","6","tumor cells-macrophages (M1>M2)","mast cells","0.006493506493506494","reg022","6","2"
"146","6","tumor cells-macrophages (M1>M2)","neutrophils","0.006493506493506494","reg022","6","2"
"147","6","tumor cells-macrophages (M1>M2)","plasma cells","0.0","reg022","6","2"
"148","6","tumor cells-macrophages (M1>M2)","stroma","0.09090909090909091","reg022","6","2"
"149","6","tumor cells-macrophages (M1>M2)","tumor cells","0.3181818181818182","reg022","6","2"
"150","6","tumor cells-macrophages (M1>M2)","tumor cells, intraepithelial","0.0","reg022","6","2"
