"","lv","Annotation","cell_type","value","sample","patient","Groups"
"11","0","stroma-macrophages (M1=M2)","nerves","0.00784313725490196","reg040","10","1"
"12","0","stroma-macrophages (M1=M2)","neutrophils","0.0","reg040","10","1"
"13","0","stroma-macrophages (M1=M2)","plasma cells","0.0","reg040","10","1"
"14","0","stroma-macrophages (M1=M2)","stroma","0.3764705882352941","reg040","10","1"
"15","0","stroma-macrophages (M1=M2)","tumor cells","0.050980392156862744","reg040","10","1"
"16","0","stroma-macrophages (M1=M2)","tumor cells, intraepithelial","0.0","reg040","10","1"
"17","0","stroma-macrophages (M1=M2)","vasculature","0.10980392156862745","reg040","10","1"
"18","1","vasculature-stroma","B cells","0.0","reg040","10","1"
"19","1","vasculature-stroma","CD4+ T cells","0.003952569169960474","reg040","10","1"
"20","1","vasculature-stroma","CD8+ T cells","0.03557312252964427","reg040","10","1"
"21","1","vasculature-stroma","Langerhans cells","0.003952569169960474","reg040","10","1"
"22","1","vasculature-stroma","Tregs","0.011857707509881422","reg040","10","1"
"23","1","vasculature-stroma","epithelium","0.0","reg040","10","1"
"24","1","vasculature-stroma","lymphatics","0.0","reg040","10","1"
"25","1","vasculature-stroma","macrophages (M1=M2)","0.08300395256916997","reg040","10","1"
"26","1","vasculature-stroma","macrophages (M1>M2)","0.09486166007905138","reg040","10","1"
"27","1","vasculature-stroma","macrophages (M2>M1)","0.019762845849802372","reg040","10","1"
"28","1","vasculature-stroma","mast cells","0.0","reg040","10","1"
"29","1","vasculature-stroma","nerves","0.0","reg040","10","1"
"30","1","vasculature-stroma","neutrophils","0.0","reg040","10","1"
"31","1","vasculature-stroma","plasma cells","0.003952569169960474","reg040","10","1"
"32","1","vasculature-stroma","stroma","0.16205533596837945","reg040","10","1"
"33","1","vasculature-stroma","tumor cells","0.03162055335968379","reg040","10","1"
"34","1","vasculature-stroma","tumor cells, intraepithelial","0.003952569169960474","reg040","10","1"
"35","1","vasculature-stroma","vasculature","0.5454545454545454","reg040","10","1"
"36","2","epithelium","B cells","0.0","reg040","10","1"
"37","2","epithelium","CD4+ T cells","0.0","reg040","10","1"
"38","2","epithelium","CD8+ T cells","0.004545454545454545","reg040","10","1"
"39","2","epithelium","Langerhans cells","0.0","reg040","10","1"
"40","2","epithelium","Tregs","0.05","reg040","10","1"
"41","2","epithelium","epithelium","0.9318181818181818","reg040","10","1"
"42","2","epithelium","lymphatics","0.0","reg040","10","1"
"43","2","epithelium","macrophages (M1=M2)","0.0","reg040","10","1"
"44","2","epithelium","macrophages (M1>M2)","0.004545454545454545","reg040","10","1"
"45","2","epithelium","macrophages (M2>M1)","0.0","reg040","10","1"
"46","2","epithelium","mast cells","0.0","reg040","10","1"
"47","2","epithelium","nerves","0.0","reg040","10","1"
"48","2","epithelium","neutrophils","0.0","reg040","10","1"
"49","2","epithelium","plasma cells","0.0","reg040","10","1"
"50","2","epithelium","stroma","0.0","reg040","10","1"
"51","2","epithelium","tumor cells","0.00909090909090909","reg040","10","1"
"52","2","epithelium","tumor cells, intraepithelial","0.0","reg040","10","1"
"53","2","epithelium","vasculature","0.0","reg040","10","1"
"54","3","epithelium","B cells","0.0","reg040","10","1"
"55","3","epithelium","CD4+ T cells","0.0","reg040","10","1"
"56","3","epithelium","CD8+ T cells","0.0","reg040","10","1"
"57","3","epithelium","Langerhans cells","0.010526315789473684","reg040","10","1"
"58","3","epithelium","Tregs","0.015789473684210527","reg040","10","1"
"59","3","epithelium","epithelium","0.9578947368421052","reg040","10","1"
"60","3","epithelium","lymphatics","0.0","reg040","10","1"
"61","3","epithelium","macrophages (M1=M2)","0.0","reg040","10","1"
"62","3","epithelium","macrophages (M1>M2)","0.005263157894736842","reg040","10","1"
"63","3","epithelium","macrophages (M2>M1)","0.0","reg040","10","1"
"64","3","epithelium","mast cells","0.0","reg040","10","1"
"65","3","epithelium","nerves","0.0","reg040","10","1"
"66","3","epithelium","neutrophils","0.0","reg040","10","1"
"67","3","epithelium","plasma cells","0.0","reg040","10","1"
"68","3","epithelium","stroma","0.005263157894736842","reg040","10","1"
"69","3","epithelium","tumor cells","0.0","reg040","10","1"
"70","3","epithelium","tumor cells, intraepithelial","0.005263157894736842","reg040","10","1"
"71","3","epithelium","vasculature","0.0","reg040","10","1"
"72","4","macrophages (M1=M2)-macrophages (M1>M2)","B cells","0.0","reg040","10","1"
"73","4","macrophages (M1=M2)-macrophages (M1>M2)","CD4+ T cells","0.005263157894736842","reg040","10","1"
"74","4","macrophages (M1=M2)-macrophages (M1>M2)","CD8+ T cells","0.021052631578947368","reg040","10","1"
"75","4","macrophages (M1=M2)-macrophages (M1>M2)","Langerhans cells","0.015789473684210527","reg040","10","1"
"76","4","macrophages (M1=M2)-macrophages (M1>M2)","Tregs","0.042105263157894736","reg040","10","1"
"77","4","macrophages (M1=M2)-macrophages (M1>M2)","epithelium","0.0","reg040","10","1"
"78","4","macrophages (M1=M2)-macrophages (M1>M2)","lymphatics","0.0","reg040","10","1"
"79","4","macrophages (M1=M2)-macrophages (M1>M2)","macrophages (M1=M2)","0.3736842105263158","reg040","10","1"
"80","4","macrophages (M1=M2)-macrophages (M1>M2)","macrophages (M1>M2)","0.22105263157894736","reg040","10","1"
"81","4","macrophages (M1=M2)-macrophages (M1>M2)","macrophages (M2>M1)","0.015789473684210527","reg040","10","1"
"82","4","macrophages (M1=M2)-macrophages (M1>M2)","mast cells","0.005263157894736842","reg040","10","1"
"83","4","macrophages (M1=M2)-macrophages (M1>M2)","nerves","0.005263157894736842","reg040","10","1"
"84","4","macrophages (M1=M2)-macrophages (M1>M2)","neutrophils","0.0","reg040","10","1"
"85","4","macrophages (M1=M2)-macrophages (M1>M2)","plasma cells","0.0","reg040","10","1"
"86","4","macrophages (M1=M2)-macrophages (M1>M2)","stroma","0.18421052631578946","reg040","10","1"
"87","4","macrophages (M1=M2)-macrophages (M1>M2)","tumor cells","0.05263157894736842","reg040","10","1"
"88","4","macrophages (M1=M2)-macrophages (M1>M2)","tumor cells, intraepithelial","0.005263157894736842","reg040","10","1"
"89","4","macrophages (M1=M2)-macrophages (M1>M2)","vasculature","0.05263157894736842","reg040","10","1"
"90","5","tumor cells-macrophages (M1>M2)","B cells","0.017857142857142856","reg040","10","1"
"91","5","tumor cells-macrophages (M1>M2)","CD4+ T cells","0.017857142857142856","reg040","10","1"
"92","5","tumor cells-macrophages (M1>M2)","CD8+ T cells","0.10119047619047619","reg040","10","1"
"93","5","tumor cells-macrophages (M1>M2)","Langerhans cells","0.017857142857142856","reg040","10","1"
"94","5","tumor cells-macrophages (M1>M2)","Tregs","0.11904761904761904","reg040","10","1"
"95","5","tumor cells-macrophages (M1>M2)","epithelium","0.0","reg040","10","1"
"96","5","tumor cells-macrophages (M1>M2)","lymphatics","0.0","reg040","10","1"
"97","5","tumor cells-macrophages (M1>M2)","macrophages (M1=M2)","0.1488095238095238","reg040","10","1"
"98","5","tumor cells-macrophages (M1>M2)","macrophages (M1>M2)","0.16071428571428573","reg040","10","1"
"99","5","tumor cells-macrophages (M1>M2)","macrophages (M2>M1)","0.023809523809523808","reg040","10","1"
"100","5","tumor cells-macrophages (M1>M2)","mast cells","0.005952380952380952","reg040","10","1"
"101","5","tumor cells-macrophages (M1>M2)","nerves","0.0","reg040","10","1"
"102","5","tumor cells-macrophages (M1>M2)","neutrophils","0.005952380952380952","reg040","10","1"
"103","5","tumor cells-macrophages (M1>M2)","plasma cells","0.005952380952380952","reg040","10","1"
"104","5","tumor cells-macrophages (M1>M2)","stroma","0.05952380952380952","reg040","10","1"
"105","5","tumor cells-macrophages (M1>M2)","tumor cells","0.27976190476190477","reg040","10","1"
"106","5","tumor cells-macrophages (M1>M2)","tumor cells, intraepithelial","0.005952380952380952","reg040","10","1"
"107","5","tumor cells-macrophages (M1>M2)","vasculature","0.02976190476190476","reg040","10","1"
"108","6","macrophages (M1>M2)-macrophages (M1=M2)","B cells","0.0","reg040","10","1"
"109","6","macrophages (M1>M2)-macrophages (M1=M2)","CD4+ T cells","0.024390243902439025","reg040","10","1"
"110","6","macrophages (M1>M2)-macrophages (M1=M2)","CD8+ T cells","0.024390243902439025","reg040","10","1"
"111","6","macrophages (M1>M2)-macrophages (M1=M2)","Langerhans cells","0.024390243902439025","reg040","10","1"
"112","6","macrophages (M1>M2)-macrophages (M1=M2)","Tregs","0.12195121951219512","reg040","10","1"
"113","6","macrophages (M1>M2)-macrophages (M1=M2)","epithelium","0.0","reg040","10","1"
"114","6","macrophages (M1>M2)-macrophages (M1=M2)","lymphatics","0.0","reg040","10","1"
"115","6","macrophages (M1>M2)-macrophages (M1=M2)","macrophages (M1=M2)","0.14634146341463414","reg040","10","1"
"116","6","macrophages (M1>M2)-macrophages (M1=M2)","macrophages (M1>M2)","0.4146341463414634","reg040","10","1"
"117","6","macrophages (M1>M2)-macrophages (M1=M2)","macrophages (M2>M1)","0.0975609756097561","reg040","10","1"
"118","6","macrophages (M1>M2)-macrophages (M1=M2)","mast cells","0.024390243902439025","reg040","10","1"
"119","6","macrophages (M1>M2)-macrophages (M1=M2)","nerves","0.0","reg040","10","1"
"120","6","macrophages (M1>M2)-macrophages (M1=M2)","neutrophils","0.0","reg040","10","1"
"121","6","macrophages (M1>M2)-macrophages (M1=M2)","plasma cells","0.0","reg040","10","1"
"122","6","macrophages (M1>M2)-macrophages (M1=M2)","stroma","0.0","reg040","10","1"
"123","6","macrophages (M1>M2)-macrophages (M1=M2)","tumor cells","0.024390243902439025","reg040","10","1"
"124","6","macrophages (M1>M2)-macrophages (M1=M2)","tumor cells, intraepithelial","0.0","reg040","10","1"
"125","6","macrophages (M1>M2)-macrophages (M1=M2)","vasculature","0.0975609756097561","reg040","10","1"
"0","0","epithelium-tumor cells","CD4+ T cells","0.0","reg041","11","1"
"1","0","epithelium-tumor cells","CD8+ T cells","0.0","reg041","11","1"
"2","0","epithelium-tumor cells","DCs, CD11c+","0.0","reg041","11","1"
"3","0","epithelium-tumor cells","Langerhans cells","0.004761904761904762","reg041","11","1"
"4","0","epithelium-tumor cells","Tregs","0.03333333333333333","reg041","11","1"
"5","0","epithelium-tumor cells","epithelium","0.8761904761904762","reg041","11","1"
"6","0","epithelium-tumor cells","lymphatics","0.0","reg041","11","1"
"7","0","epithelium-tumor cells","macrophages (M1=M2)","0.0","reg041","11","1"
"8","0","epithelium-tumor cells","macrophages (M1>M2)","0.009523809523809525","reg041","11","1"
"9","0","epithelium-tumor cells","macrophages (M2>M1)","0.0","reg041","11","1"
"10","0","epithelium-tumor cells","mast cells","0.0","reg041","11","1"
"11","0","epithelium-tumor cells","nerves","0.0","reg041","11","1"
"12","0","epithelium-tumor cells","stroma","0.009523809523809525","reg041","11","1"
"13","0","epithelium-tumor cells","tumor cells","0.05714285714285714","reg041","11","1"
"14","0","epithelium-tumor cells","tumor cells, intraepithelial","0.009523809523809525","reg041","11","1"
"15","0","epithelium-tumor cells","vasculature","0.0","reg041","11","1"
"16","1","tumor cells-Tregs","CD4+ T cells","0.03225806451612903","reg041","11","1"
"17","1","tumor cells-Tregs","CD8+ T cells","0.06451612903225806","reg041","11","1"
"18","1","tumor cells-Tregs","DCs, CD11c+","0.0","reg041","11","1"
"19","1","tumor cells-Tregs","Langerhans cells","0.016129032258064516","reg041","11","1"
"20","1","tumor cells-Tregs","Tregs","0.1827956989247312","reg041","11","1"
"21","1","tumor cells-Tregs","epithelium","0.016129032258064516","reg041","11","1"
"22","1","tumor cells-Tregs","lymphatics","0.0","reg041","11","1"
"23","1","tumor cells-Tregs","macrophages (M1=M2)","0.03763440860215054","reg041","11","1"
"24","1","tumor cells-Tregs","macrophages (M1>M2)","0.10215053763440861","reg041","11","1"
"25","1","tumor cells-Tregs","macrophages (M2>M1)","0.03763440860215054","reg041","11","1"
"26","1","tumor cells-Tregs","mast cells","0.016129032258064516","reg041","11","1"
"27","1","tumor cells-Tregs","nerves","0.005376344086021506","reg041","11","1"
"28","1","tumor cells-Tregs","stroma","0.13440860215053763","reg041","11","1"
"29","1","tumor cells-Tregs","tumor cells","0.3064516129032258","reg041","11","1"
"30","1","tumor cells-Tregs","tumor cells, intraepithelial","0.016129032258064516","reg041","11","1"
"31","1","tumor cells-Tregs","vasculature","0.03225806451612903","reg041","11","1"
"32","2","tumor cells-macrophages (M1>M2)","CD4+ T cells","0.012269938650306749","reg041","11","1"
"33","2","tumor cells-macrophages (M1>M2)","CD8+ T cells","0.03067484662576687","reg041","11","1"
"34","2","tumor cells-macrophages (M1>M2)","DCs, CD11c+","0.0","reg041","11","1"
"35","2","tumor cells-macrophages (M1>M2)","Langerhans cells","0.012269938650306749","reg041","11","1"
"36","2","tumor cells-macrophages (M1>M2)","Tregs","0.0736196319018405","reg041","11","1"
"37","2","tumor cells-macrophages (M1>M2)","epithelium","0.012269938650306749","reg041","11","1"
"38","2","tumor cells-macrophages (M1>M2)","lymphatics","0.0","reg041","11","1"
"39","2","tumor cells-macrophages (M1>M2)","macrophages (M1=M2)","0.147239263803681","reg041","11","1"
"40","2","tumor cells-macrophages (M1>M2)","macrophages (M1>M2)","0.1656441717791411","reg041","11","1"
"41","2","tumor cells-macrophages (M1>M2)","macrophages (M2>M1)","0.09202453987730061","reg041","11","1"
"42","2","tumor cells-macrophages (M1>M2)","mast cells","0.018404907975460124","reg041","11","1"
"43","2","tumor cells-macrophages (M1>M2)","nerves","0.012269938650306749","reg041","11","1"
"44","2","tumor cells-macrophages (M1>M2)","stroma","0.1656441717791411","reg041","11","1"
"45","2","tumor cells-macrophages (M1>M2)","tumor cells","0.22085889570552147","reg041","11","1"
"46","2","tumor cells-macrophages (M1>M2)","tumor cells, intraepithelial","0.018404907975460124","reg041","11","1"
"47","2","tumor cells-macrophages (M1>M2)","vasculature","0.018404907975460124","reg041","11","1"
"48","3","epithelium-tumor cells","CD4+ T cells","0.0","reg041","11","1"
"49","3","epithelium-tumor cells","CD8+ T cells","0.0","reg041","11","1"
"50","3","epithelium-tumor cells","DCs, CD11c+","0.0","reg041","11","1"
"51","3","epithelium-tumor cells","Langerhans cells","0.018867924528301886","reg041","11","1"
"52","3","epithelium-tumor cells","Tregs","0.018867924528301886","reg041","11","1"
"53","3","epithelium-tumor cells","epithelium","0.8867924528301887","reg041","11","1"
"54","3","epithelium-tumor cells","lymphatics","0.0","reg041","11","1"
"55","3","epithelium-tumor cells","macrophages (M1=M2)","0.0","reg041","11","1"
"56","3","epithelium-tumor cells","macrophages (M1>M2)","0.006289308176100629","reg041","11","1"
"57","3","epithelium-tumor cells","macrophages (M2>M1)","0.0","reg041","11","1"
"58","3","epithelium-tumor cells","mast cells","0.0","reg041","11","1"
"59","3","epithelium-tumor cells","nerves","0.0","reg041","11","1"
"60","3","epithelium-tumor cells","stroma","0.0","reg041","11","1"
"61","3","epithelium-tumor cells","tumor cells","0.05660377358490566","reg041","11","1"
"62","3","epithelium-tumor cells","tumor cells, intraepithelial","0.012578616352201259","reg041","11","1"
"63","3","epithelium-tumor cells","vasculature","0.0","reg041","11","1"
"64","4","macrophages (M1>M2)-tumor cells","CD4+ T cells","0.0","reg041","11","1"
"65","4","macrophages (M1>M2)-tumor cells","CD8+ T cells","0.0","reg041","11","1"
"66","4","macrophages (M1>M2)-tumor cells","DCs, CD11c+","0.0","reg041","11","1"
"67","4","macrophages (M1>M2)-tumor cells","Langerhans cells","0.10112359550561797","reg041","11","1"
"68","4","macrophages (M1>M2)-tumor cells","Tregs","0.1348314606741573","reg041","11","1"
"69","4","macrophages (M1>M2)-tumor cells","epithelium","0.056179775280898875","reg041","11","1"
"70","4","macrophages (M1>M2)-tumor cells","lymphatics","0.0","reg041","11","1"
"71","4","macrophages (M1>M2)-tumor cells","macrophages (M1=M2)","0.10112359550561797","reg041","11","1"
"72","4","macrophages (M1>M2)-tumor cells","macrophages (M1>M2)","0.25842696629213485","reg041","11","1"
"73","4","macrophages (M1>M2)-tumor cells","macrophages (M2>M1)","0.06741573033707865","reg041","11","1"
"74","4","macrophages (M1>M2)-tumor cells","mast cells","0.011235955056179775","reg041","11","1"
"75","4","macrophages (M1>M2)-tumor cells","nerves","0.0","reg041","11","1"
"76","4","macrophages (M1>M2)-tumor cells","stroma","0.02247191011235955","reg041","11","1"
"77","4","macrophages (M1>M2)-tumor cells","tumor cells","0.2247191011235955","reg041","11","1"
"78","4","macrophages (M1>M2)-tumor cells","tumor cells, intraepithelial","0.02247191011235955","reg041","11","1"
"79","4","macrophages (M1>M2)-tumor cells","vasculature","0.0","reg041","11","1"
"80","5","epithelium-tumor cells","CD4+ T cells","0.0","reg041","11","1"
"81","5","epithelium-tumor cells","CD8+ T cells","0.025","reg041","11","1"
"82","5","epithelium-tumor cells","DCs, CD11c+","0.0","reg041","11","1"
"83","5","epithelium-tumor cells","Langerhans cells","0.0","reg041","11","1"
"84","5","epithelium-tumor cells","Tregs","0.075","reg041","11","1"
"85","5","epithelium-tumor cells","epithelium","0.6875","reg041","11","1"
"86","5","epithelium-tumor cells","lymphatics","0.025","reg041","11","1"
"87","5","epithelium-tumor cells","macrophages (M1=M2)","0.0125","reg041","11","1"
"88","5","epithelium-tumor cells","macrophages (M1>M2)","0.0125","reg041","11","1"
"89","5","epithelium-tumor cells","macrophages (M2>M1)","0.0","reg041","11","1"
"90","5","epithelium-tumor cells","mast cells","0.0","reg041","11","1"
"91","5","epithelium-tumor cells","nerves","0.0","reg041","11","1"
"92","5","epithelium-tumor cells","stroma","0.05","reg041","11","1"
"93","5","epithelium-tumor cells","tumor cells","0.0875","reg041","11","1"
"94","5","epithelium-tumor cells","tumor cells, intraepithelial","0.025","reg041","11","1"
"95","5","epithelium-tumor cells","vasculature","0.0","reg041","11","1"
"96","6","stroma-macrophages (M1>M2)","CD4+ T cells","0.01282051282051282","reg041","11","1"
"97","6","stroma-macrophages (M1>M2)","CD8+ T cells","0.01282051282051282","reg041","11","1"
"98","6","stroma-macrophages (M1>M2)","DCs, CD11c+","0.0","reg041","11","1"
"99","6","stroma-macrophages (M1>M2)","Langerhans cells","0.0","reg041","11","1"
"100","6","stroma-macrophages (M1>M2)","Tregs","0.02564102564102564","reg041","11","1"
"101","6","stroma-macrophages (M1>M2)","epithelium","0.05128205128205128","reg041","11","1"
"102","6","stroma-macrophages (M1>M2)","lymphatics","0.0","reg041","11","1"
"103","6","stroma-macrophages (M1>M2)","macrophages (M1=M2)","0.11538461538461539","reg041","11","1"
"104","6","stroma-macrophages (M1>M2)","macrophages (M1>M2)","0.1282051282051282","reg041","11","1"
"105","6","stroma-macrophages (M1>M2)","macrophages (M2>M1)","0.0","reg041","11","1"
"106","6","stroma-macrophages (M1>M2)","mast cells","0.02564102564102564","reg041","11","1"
"107","6","stroma-macrophages (M1>M2)","nerves","0.0","reg041","11","1"
"108","6","stroma-macrophages (M1>M2)","stroma","0.5384615384615384","reg041","11","1"
"109","6","stroma-macrophages (M1>M2)","tumor cells","0.05128205128205128","reg041","11","1"
"110","6","stroma-macrophages (M1>M2)","tumor cells, intraepithelial","0.0","reg041","11","1"
"111","6","stroma-macrophages (M1>M2)","vasculature","0.038461538461538464","reg041","11","1"
"112","7","stroma-vasculature","CD4+ T cells","0.01282051282051282","reg041","11","1"
"113","7","stroma-vasculature","CD8+ T cells","0.0","reg041","11","1"
"114","7","stroma-vasculature","DCs, CD11c+","0.01282051282051282","reg041","11","1"
"115","7","stroma-vasculature","Langerhans cells","0.0","reg041","11","1"
"116","7","stroma-vasculature","Tregs","0.0","reg041","11","1"
"117","7","stroma-vasculature","epithelium","0.0","reg041","11","1"
"118","7","stroma-vasculature","lymphatics","0.02564102564102564","reg041","11","1"
"119","7","stroma-vasculature","macrophages (M1=M2)","0.038461538461538464","reg041","11","1"
"120","7","stroma-vasculature","macrophages (M1>M2)","0.0641025641025641","reg041","11","1"
"121","7","stroma-vasculature","macrophages (M2>M1)","0.0641025641025641","reg041","11","1"
"122","7","stroma-vasculature","mast cells","0.05128205128205128","reg041","11","1"
"123","7","stroma-vasculature","nerves","0.01282051282051282","reg041","11","1"
"124","7","stroma-vasculature","stroma","0.34615384615384615","reg041","11","1"
"125","7","stroma-vasculature","tumor cells","0.02564102564102564","reg041","11","1"
"126","7","stroma-vasculature","tumor cells, intraepithelial","0.01282051282051282","reg041","11","1"
"127","7","stroma-vasculature","vasculature","0.3333333333333333","reg041","11","1"
"128","8","epithelium","CD4+ T cells","0.0","reg041","11","1"
"129","8","epithelium","CD8+ T cells","0.0","reg041","11","1"
"130","8","epithelium","DCs, CD11c+","0.0","reg041","11","1"
"131","8","epithelium","Langerhans cells","0.016129032258064516","reg041","11","1"
"132","8","epithelium","Tregs","0.0","reg041","11","1"
"133","8","epithelium","epithelium","0.9838709677419355","reg041","11","1"
"134","8","epithelium","lymphatics","0.0","reg041","11","1"
"135","8","epithelium","macrophages (M1=M2)","0.0","reg041","11","1"
"136","8","epithelium","macrophages (M1>M2)","0.0","reg041","11","1"
"137","8","epithelium","macrophages (M2>M1)","0.0","reg041","11","1"
"138","8","epithelium","mast cells","0.0","reg041","11","1"
"139","8","epithelium","nerves","0.0","reg041","11","1"
"140","8","epithelium","stroma","0.0","reg041","11","1"
"141","8","epithelium","tumor cells","0.0","reg041","11","1"
"142","8","epithelium","tumor cells, intraepithelial","0.0","reg041","11","1"
"143","8","epithelium","vasculature","0.0","reg041","11","1"
"0","0","stroma-macrophages (M1=M2)","B cells","0.02197802197802198","reg042","11","1"
"1","0","stroma-macrophages (M1=M2)","CD8+ T cells","0.0","reg042","11","1"
"2","0","stroma-macrophages (M1=M2)","Langerhans cells","0.0","reg042","11","1"
"3","0","stroma-macrophages (M1=M2)","Tregs","0.01098901098901099","reg042","11","1"
"4","0","stroma-macrophages (M1=M2)","epithelium","0.0","reg042","11","1"
"5","0","stroma-macrophages (M1=M2)","lymphatics","0.0","reg042","11","1"
"6","0","stroma-macrophages (M1=M2)","macrophages (M1=M2)","0.18681318681318682","reg042","11","1"
"7","0","stroma-macrophages (M1=M2)","macrophages (M1>M2)","0.06593406593406594","reg042","11","1"
"8","0","stroma-macrophages (M1=M2)","macrophages (M2>M1)","0.06593406593406594","reg042","11","1"
"9","0","stroma-macrophages (M1=M2)","mast cells","0.0","reg042","11","1"
"10","0","stroma-macrophages (M1=M2)","nerves","0.01098901098901099","reg042","11","1"
"11","0","stroma-macrophages (M1=M2)","stroma","0.5494505494505495","reg042","11","1"
"12","0","stroma-macrophages (M1=M2)","tumor cells","0.03296703296703297","reg042","11","1"
"13","0","stroma-macrophages (M1=M2)","tumor cells, intraepithelial","0.01098901098901099","reg042","11","1"
"14","0","stroma-macrophages (M1=M2)","vasculature","0.04395604395604396","reg042","11","1"
"15","1","vasculature-stroma","B cells","0.0","reg042","11","1"
"16","1","vasculature-stroma","CD8+ T cells","0.0","reg042","11","1"
"17","1","vasculature-stroma","Langerhans cells","0.0","reg042","11","1"
"18","1","vasculature-stroma","Tregs","0.022727272727272728","reg042","11","1"
"19","1","vasculature-stroma","epithelium","0.0","reg042","11","1"
"20","1","vasculature-stroma","lymphatics","0.0","reg042","11","1"
"21","1","vasculature-stroma","macrophages (M1=M2)","0.011363636363636364","reg042","11","1"
"22","1","vasculature-stroma","macrophages (M1>M2)","0.011363636363636364","reg042","11","1"
"23","1","vasculature-stroma","macrophages (M2>M1)","0.0","reg042","11","1"
"24","1","vasculature-stroma","mast cells","0.0","reg042","11","1"
"25","1","vasculature-stroma","nerves","0.0","reg042","11","1"
"26","1","vasculature-stroma","stroma","0.23863636363636365","reg042","11","1"
"27","1","vasculature-stroma","tumor cells","0.03409090909090909","reg042","11","1"
"28","1","vasculature-stroma","tumor cells, intraepithelial","0.0","reg042","11","1"
"29","1","vasculature-stroma","vasculature","0.6818181818181818","reg042","11","1"
"30","2","stroma-vasculature","B cells","0.0","reg042","11","1"
"31","2","stroma-vasculature","CD8+ T cells","0.012345679012345678","reg042","11","1"
"32","2","stroma-vasculature","Langerhans cells","0.012345679012345678","reg042","11","1"
"33","2","stroma-vasculature","Tregs","0.0","reg042","11","1"
"34","2","stroma-vasculature","epithelium","0.0","reg042","11","1"
"35","2","stroma-vasculature","lymphatics","0.037037037037037035","reg042","11","1"
"36","2","stroma-vasculature","macrophages (M1=M2)","0.012345679012345678","reg042","11","1"
"37","2","stroma-vasculature","macrophages (M1>M2)","0.0","reg042","11","1"
"38","2","stroma-vasculature","macrophages (M2>M1)","0.012345679012345678","reg042","11","1"
"39","2","stroma-vasculature","mast cells","0.037037037037037035","reg042","11","1"
"40","2","stroma-vasculature","nerves","0.012345679012345678","reg042","11","1"
"41","2","stroma-vasculature","stroma","0.4567901234567901","reg042","11","1"
"42","2","stroma-vasculature","tumor cells","0.037037037037037035","reg042","11","1"
"43","2","stroma-vasculature","tumor cells, intraepithelial","0.0","reg042","11","1"
"44","2","stroma-vasculature","vasculature","0.37037037037037035","reg042","11","1"
"45","3","stroma-mast cells","B cells","0.0","reg042","11","1"
"46","3","stroma-mast cells","CD8+ T cells","0.012658227848101266","reg042","11","1"
"47","3","stroma-mast cells","Langerhans cells","0.02531645569620253","reg042","11","1"
"48","3","stroma-mast cells","Tregs","0.0","reg042","11","1"
"49","3","stroma-mast cells","epithelium","0.0","reg042","11","1"
"50","3","stroma-mast cells","lymphatics","0.0","reg042","11","1"
"51","3","stroma-mast cells","macrophages (M1=M2)","0.0759493670886076","reg042","11","1"
"52","3","stroma-mast cells","macrophages (M1>M2)","0.012658227848101266","reg042","11","1"
"53","3","stroma-mast cells","macrophages (M2>M1)","0.0379746835443038","reg042","11","1"
"54","3","stroma-mast cells","mast cells","0.20253164556962025","reg042","11","1"
"55","3","stroma-mast cells","nerves","0.0","reg042","11","1"
"56","3","stroma-mast cells","stroma","0.35443037974683544","reg042","11","1"
"57","3","stroma-mast cells","tumor cells","0.20253164556962025","reg042","11","1"
"58","3","stroma-mast cells","tumor cells, intraepithelial","0.012658227848101266","reg042","11","1"
"59","3","stroma-mast cells","vasculature","0.06329113924050633","reg042","11","1"
"60","4","stroma-vasculature","B cells","0.0","reg042","11","1"
"61","4","stroma-vasculature","CD8+ T cells","0.0","reg042","11","1"
"62","4","stroma-vasculature","Langerhans cells","0.0","reg042","11","1"
"63","4","stroma-vasculature","Tregs","0.021739130434782608","reg042","11","1"
"64","4","stroma-vasculature","epithelium","0.021739130434782608","reg042","11","1"
"65","4","stroma-vasculature","lymphatics","0.0","reg042","11","1"
"66","4","stroma-vasculature","macrophages (M1=M2)","0.043478260869565216","reg042","11","1"
"67","4","stroma-vasculature","macrophages (M1>M2)","0.021739130434782608","reg042","11","1"
"68","4","stroma-vasculature","macrophages (M2>M1)","0.021739130434782608","reg042","11","1"
"69","4","stroma-vasculature","mast cells","0.10869565217391304","reg042","11","1"
"70","4","stroma-vasculature","nerves","0.0","reg042","11","1"
"71","4","stroma-vasculature","stroma","0.5652173913043478","reg042","11","1"
"72","4","stroma-vasculature","tumor cells","0.06521739130434782","reg042","11","1"
"73","4","stroma-vasculature","tumor cells, intraepithelial","0.0","reg042","11","1"
"74","4","stroma-vasculature","vasculature","0.13043478260869565","reg042","11","1"
"0","0","vasculature-stroma","B cells","0.017543859649122806","reg043","11","3"
"1","0","vasculature-stroma","CD4+ T cells","0.0","reg043","11","3"
"2","0","vasculature-stroma","CD8+ T cells","0.02631578947368421","reg043","11","3"
"3","0","vasculature-stroma","CLA+ leukocytes","0.0","reg043","11","3"
"4","0","vasculature-stroma","Tregs","0.07894736842105263","reg043","11","3"
"5","0","vasculature-stroma","epithelium","0.0","reg043","11","3"
"6","0","vasculature-stroma","lymphatics","0.02631578947368421","reg043","11","3"
"7","0","vasculature-stroma","macrophages (M1=M2)","0.03508771929824561","reg043","11","3"
"8","0","vasculature-stroma","macrophages (M1>M2)","0.13157894736842105","reg043","11","3"
